fid,osm_id,code,fclass,name,french_name
1064,7043962339,1004,hamlet,صوار,souar
1065,7046796753,1004,hamlet,بني دراج,bni draj
1066,7046861315,1003,village,عين الصابون,ain alsaboun
1067,7047085523,1003,village,وادي الكنز,ouadi alknz
1068,7047085524,1003,village,عين البطرية,ain albtria
1069,7048807347,1003,village,بئر مشارقة المحطة,bir mcharqa almhta
1070,7049378448,1003,village,عين عسكر,ain askr
1071,7049461595,1004,hamlet,عين الصفصاف,ain alsfsaf
1072,7049501593,1003,village,المناقع,almnaqa
1073,7049577105,1003,village,سيدي عويدات,sidi aouidat
1074,7049621723,1003,village,ذراع بن جودر,dhraa bn joudr
1075,7049751062,1004,hamlet,قليب الجمل,qlib aljml
1076,7051550591,1004,hamlet,الغريفات,alghrifat
1077,7051550601,1004,hamlet,ضمدة,dmda
1078,7056542941,1003,village,شماخ,chmakh
1079,7056910053,1003,village,بوسماعیل,bousmaaیl
1080,7057312181,1003,village,برج المرقاب,brj almrqab
1081,7057330398,1003,village,دوار إسرحايرة,douar isrhaira
1082,7057330399,1003,village,التراكة,altraka
1083,7069789030,1003,village,اللاس,allas
1084,7069853506,1003,village,الآبار,alabar
1085,7069861238,1003,village,المرجى,almrja
1086,7069963616,1003,village,الأربص,alarbs
1087,7078433783,1003,village,البرغوثية,albrghouthia
1088,7078434534,1003,village,كلوامن,klouamn
1089,7099108306,1003,village,دوار بو شبنا,douar bou chbna
1090,7179612035,1004,hamlet,هنشير السويطير,hnchir alsouitir
1091,7179613733,1003,village,تابديت,tabdit
1092,7179613734,1004,hamlet,العيون,alaioun
1093,7186137196,1002,town,نعسان,nasan
1094,7236941686,1003,village,هداج,hdaj
1095,7241308243,1003,village,سوق الجمعة,souq aljmaa
1096,7241308267,1003,village,وادي غريب,ouadi ghrib
1097,7281339859,1004,hamlet,دوار الزوايتية,douar alzouaitia
1098,7296229012,1003,village,العرب,alarb
1099,7312461187,1003,village,العلاء,alala
1100,7312474745,1003,village,النفاتيّة,alnfatiّa
1101,7312576963,1003,village,منزل حشاد,mnzl hchad
1102,7312777304,1003,village,الشحدة,alchhda
1103,7312884651,1003,village,أولاد الحناشي,aoulad alhnachi
1104,7312905084,1003,village,الملاهمة,almlahma
1105,7313706954,1003,village,الهدادرة,alhdadra
1106,7318443314,1003,village,حامة الجريد,hama aljrid
1107,7321681450,1003,village,منارة الحمامات,mnara alhmamat
1108,7328400414,1003,village,بوهلال علي الجنوبية,bouhlal ali aljnoubia
1109,7328665171,1003,village,الكساسبة,alksasba
1110,7329027151,1003,village,الزغابنة,alzghabna
1111,7329439316,1010,suburb,السدرة,alsdra
1112,7334257539,1003,village,الشهبانية,alchhbania
1113,7334499037,1003,village,وادي السدر,ouadi alsdr
1114,7335911456,1003,village,أولاد عامر,aoulad aamr
1115,7340150505,1004,hamlet,الشوايحية,alchouaihia
1116,7343527641,1003,village,مغيلة,mghila
1117,7344355583,1004,hamlet,أولاد منصر,aoulad mnsr
1118,7352323697,1010,suburb,سيدي علي الحطاب,sidi ali alhtab
1119,7354181937,1010,suburb,القنارة,alqnara
1120,7358533005,1004,hamlet,سيدي أحمد الجديدي,sidi ahmd aljdidi
1121,7358533028,1004,hamlet,المنشار,almnchar
1122,7358860808,1004,hamlet,حمام السيالة,hmam alsiala
1123,7359163036,1003,village,سوق السبت,souq alsbt
1124,7359785747,1002,town,الجديدة,aljdida
1125,7359958249,1003,village,سيدي عثمان,sidi athman
1126,7359958252,1003,village,عين غلال,ain ghlal
1127,7359958254,1004,hamlet,سبعة عوينات,sbaa aouinat
1128,7359958256,1003,village,برج السبعي,brj alsbai
1129,7360164293,1004,hamlet,تمرة,tmra
1130,7360164296,1003,village,الفيرمة,alfirma
1131,7363760966,1003,village,بوشـكارة,bouchـkara
1132,7363760969,1003,village,جدارة,jdara
1133,7364294248,1003,village,العزيب,alazib
1134,7364294250,1002,town,منزل جميل,mnzl jmil
1135,7366238620,1003,village,زعرور,zarour
1136,7366543308,1003,village,العريمة,alarima
1137,7366758867,1003,village,التباينية,altbainia
1138,7366758868,1003,village,فج الريح,fj alrih
1139,7369295664,1003,village,الحنية,alhnia
1140,7369366087,1003,village,الشرائع,alchraia
1141,7371710998,1003,village,منزل بوزيان,mnzl bouzian
1142,7371711020,1003,village,السمائرية,alsmairia
1143,7371930429,1003,village,أولاد تليجان,aoulad tlijan
1144,7372278662,1003,village,الميدة,almida
1145,7372278674,1003,village,زقراطة,zqrata
1146,7372876031,1003,village,الأرطس,alarts
1147,7372876054,1003,village,القصر,alqsr
1148,7376165294,1003,village,ميتول,mitoul
1149,7376586222,1003,village,سيدي أحمد الصالح,sidi ahmd alsalh
1150,7379471031,1003,village,بولعابة,boulaaba
1151,7379711282,1003,village,بودرياس,boudrias
1152,7379811829,1003,village,الدخانية,aldkhania
1153,7380306576,1003,village,منزل سالم,mnzl salm
1154,7385863145,1003,village,الشعاليل الجنوبية,alchaalil aljnoubia
1155,7385967850,1004,hamlet,صوغاس الشمالية,soughas alchmalia
1156,7386057025,1004,hamlet,المعيذر,almaidhr
1157,7386090323,1004,hamlet,صوغاس الجنوبية,soughas aljnoubia
1158,7386357276,1003,village,بوعشير,bouachir
1159,7388918078,1003,village,العروسية,alarousia
1160,7388918079,1003,village,برج التومي,brj altoumi
1161,7388968195,1003,village,الهري,alhri
1162,7390818324,1003,village,سكرة,skra
1163,7392217691,1003,village,المنيهلة,almnihla
1164,7429400497,1003,village,الغابات,alghabat
1165,7429400517,1003,village,أولاد حمودة,aoulad hmouda
1166,7429423422,1003,village,المرازيق,almraziq
1167,7433333155,1003,village,دار الجمعية,dar aljmaia
1168,7433415028,1003,village,هندي الزيتونة,hndi alzitouna
1169,7495724516,1003,village,أولاد سالم,aoulad salm
1170,7495724543,1003,village,أم علي,am ali
1171,7495724546,1004,hamlet,بير أم علي ⴱⵉⵔ ⵎⵎ'ⵄⵍⵉ,bir am ali ⴱⵉⵔ ⵎⵎ'ⵄⵍⵉ
1172,7620818518,1004,hamlet,,nan
1173,7620818519,1004,hamlet,,nan
1174,7635838483,1003,village,سيدي سهيل,sidi shil
1175,7648224726,1003,village,سيدي يأتي,sidi iati
1176,7648224727,1004,hamlet,الفيتوري,alfitouri
1177,7648224729,1004,hamlet,المهيري,almhiri
1178,7661829290,1050,locality,بيلاز,bilaz
1179,7666668247,1003,village,العجانقة,alajanqa
1180,7678138272,1003,village,الخوات,alkhouat
1181,7680916653,1004,hamlet,غاندرية,ghandria
1182,7680916654,1003,village,وادي الغار,ouadi alghar
1183,7685117577,1003,village,سيدي إسماعيل,sidi ismaail
1184,7685164452,1003,village,زانوش,zanouch
1185,7716925563,1002,town,بومهل البساتين,boumhl albsatin
1186,7716925564,1002,town,مقرين,mqrin
1187,7720714782,1002,town,دوار هيشر,douar hichr
1188,7723537359,1003,village,بوعوان,bouaouan
1189,7723537360,1003,village,بلطة,blta
1190,7726174900,1003,village,السوق الجديد,alsouq aljdid
1191,7760714473,1003,village,رياض بوهلال,riad bouhlal
1192,7764578460,1003,village,الرشارشة,alrcharcha
1193,7764587576,1003,village,التلالسة,altlalsa
1194,7765194447,1003,village,الخشم,alkhchm
1195,7765194469,1003,village,السعيدة,alsaida
1196,7784003393,1003,village,الهوايدية,alhouaidia
1197,7797139018,1003,village,أولاد المبروك,aoulad almbrouk
1198,7831856311,1003,village,سماش,smach
1199,7855480158,1010,suburb,مركز بشة,mrkz bcha
1200,7855480159,1010,suburb,الخيرية,alkhiria
1201,7855480160,1010,suburb,مركز الحطاب,mrkz alhtab
1202,7855480161,1010,suburb,مركز البقلوطي,mrkz albqlouti
1203,7855551512,1010,suburb,مركز بن عامر,mrkz bn aamr
1204,7856141141,1010,suburb,مركز حمودة,mrkz hmouda
1205,7856141142,1010,suburb,مركز درويش,mrkz drouich
1206,7856141144,1003,village,العقاربة,alaqarba
1207,7856141165,1004,hamlet,لدباع,ldbaa
1208,7856141166,1004,hamlet,الجوالين,aljoualin
1209,7856141178,1004,hamlet,رجال الكدوة,rjal alkdoua
1210,7856141179,1003,village,الحمايزية,alhmaizia
1211,7856369371,1004,hamlet,سيدي مخلوف,sidi mkhlouf
1212,7856369372,1004,hamlet,الفيض,alfid
1213,7856369377,1004,hamlet,أولاد مسلّم,aoulad mslّm
1214,7856369380,1003,village,المهارة,almhara
1215,7856537996,1004,hamlet,دوار أولاد الحاج صالح,douar aoulad alhaj salh
1216,7856537998,1004,hamlet,سيدي محمد بن عمُر,sidi mhmd bn amُr
1217,7856569900,1004,hamlet,العيايدة,alaiaida
1218,7856569901,1004,hamlet,الطاوس,altaous
1219,7856569902,1004,hamlet,القوادرية,alqouadria
1220,7856569909,1004,hamlet,ماجل الدرَج,majl aldrَj
1221,7859496543,1004,hamlet,برج الفراتي,brj alfrati
1222,7859497115,1004,hamlet,عقلة معدان,aqla madan
1223,7859497122,1004,hamlet,زعيبيط,zaibit
1224,7861280082,1004,hamlet,أولاد أحمد,aoulad ahmd
1225,7861280084,1004,hamlet,دوار أولاد الحاج أحمد,douar aoulad alhaj ahmd
1226,7861280093,1004,hamlet,بئر عباس,bir abas
1227,7861280101,1004,hamlet,مسكون,mskoun
1228,7861535074,1010,suburb,مركز معلول,mrkz maloul
1229,7861716880,1010,suburb,قصيبة الشط,qsiba alcht
1230,7862602244,1004,hamlet,العيايدة,alaiaida
1231,7867289872,1004,hamlet,أم الزيد,am alzid
1232,7867289873,1004,hamlet,كرامت,kramt
1233,7867290279,1004,hamlet,عوينات شراقة,aouinat chraqa
1234,7867290280,1004,hamlet,العرقوب الأبيض,alarqoub alabid
1235,7867290322,1004,hamlet,الرحاحلة,alrhahla
1236,7867290323,1004,hamlet,الشهايبية,alchhaibia
1237,7867290324,1004,hamlet,بطن الزرايب,btn alzraib
1238,7867290325,1004,hamlet,مسراطة,msrata
1239,7867290327,1004,hamlet,الفراشيش,alfrachich
1240,7867290340,1004,hamlet,دوار الدخانية,douar aldkhania
1241,7867290342,1004,hamlet,الطرابلسية,altrablsia
1242,7867580388,1004,hamlet,الرحاحلة,alrhahla
1243,7867580389,1004,hamlet,كراميت,kramit
1244,7867580414,1004,hamlet,الخلايلية,alkhlailia
1245,7867580415,1004,hamlet,الحصحاصية,alhshasia
1246,7867580421,1004,hamlet,بن نورية,bn nouria
1247,7867580423,1010,suburb,حي البراج,hi albraj
1248,7867580425,1003,village,الكريب محطة,alkrib mhta
1249,7867580434,1004,hamlet,دوار أولاد بوصلاح,douar aoulad bouslah
1250,7867580435,1004,hamlet,دوار الحاج ضيف الله,douar alhaj dif allh
1251,7867580436,1004,hamlet,الرزايقية,alrzaiqia
1252,7867580437,1004,hamlet,دوار أولاد رجب,douar aoulad rjb
1253,7867580438,1004,hamlet,دوار الرويسين,douar alrouisin
1254,7867872724,1004,hamlet,الصغايرية,alsghairia
1255,7867872725,1004,hamlet,العباسي,alabasi
1256,7867872728,1004,hamlet,أولاد سليط,aoulad slit
1257,7867872729,1004,hamlet,الحساينية,alhsainia
1258,7868076912,1003,village,أولاد مفدة,aoulad mfda
1259,7868640848,1020,island,Lazdad,Lazdad
1260,7868848413,1004,hamlet,أولاد عائشة,aoulad aaicha
1261,7875668083,1004,hamlet,دوار مقورة,douar mqoura
1262,7875668084,1003,village,المشروحة,almchrouha
1263,7875668092,1004,hamlet,دوار البطين,douar albtin
1264,7875668095,1004,hamlet,دوار الولجة,douar aloulja
1265,7875668096,1003,village,القبة,alqba
1266,7875668097,1004,hamlet,المزنين,almznin
1267,7875668098,1003,village,قبة لاغة,qba lagha
1268,7875711070,1003,village,غرداية,ghrdaia
1269,7875711077,1003,village,ديار بن سالم,diar bn salm
1270,7875711078,1004,hamlet,الكنايس,alknais
1271,7908218726,1003,village,بوشراي,bouchrai
1272,7913117876,1004,hamlet,الروايسية,alrouaisia
1273,7913218846,1004,hamlet,البياضة,albiada
1274,7913334847,1004,hamlet,الدورة,aldoura
1275,7913334848,1004,hamlet,برارم,brarm
1276,7913334849,1004,hamlet,الدوايدية,aldouaidia
1277,7913334850,1004,hamlet,سيدي عمر,sidi amr
1278,7913515356,1003,village,سيدي الظاهر,sidi alzahr
1279,7937701302,1003,village,عليم,alim
1280,7938334020,1003,village,أولاد سليمان,aoulad sliman
1281,7938334046,1003,village,الهيشرية,alhichria
1282,7950467945,1003,village,زليانة,zliana
1283,7951514917,1003,village,ودران,oudran
1284,7955459940,1004,hamlet,القزقازية,alqzqazia
1285,7955471853,1003,village,الزعافرية,alzaafria
1286,7968567001,1003,village,الفوني,alfouni
1287,7991118348,1004,hamlet,مركز مصباح,mrkz msbah
1288,8022428811,1003,village,سيدي مدين,sidi mdin
1289,8027679303,1010,suburb,حي النسيم,hi alnsim
1290,8027679311,1010,suburb,حي الرياض,hi alriad
1291,8027925514,1003,village,المبطوح,almbtouh
1292,8027925530,1003,village,البسباسية,albsbasia
1293,8031782101,1003,village,أم هاني,am hani
1294,8032406625,1003,village,برج شلوف,brj chlouf
1295,8032406649,1003,village,بني نافع,bni nafa
1296,8032691913,1003,village,تسكراية,tskraia
1297,8035791881,1003,village,رُكُّب,rُkُّb
1298,8035791884,1003,village,الذواودة,aldhouaouda
1299,8035805793,1003,village,بومخيلة,boumkhila
1300,8039274824,1003,village,الحشاشنة,alhchachna
1301,8081020993,1003,village,الخزانات,alkhzanat
1302,8165739598,1003,village,بشيمة القلب,bchima alqlb
1303,8167003678,1003,village,النحال,alnhal
1304,8170684485,1003,village,السعادة,alsaada
1305,8170684497,1003,village,الزوازي,alzouazi
1306,8201985183,1003,village,النصر,alnsr
1307,8205058835,1003,village,بوهلال علي الشمالية,bouhlal ali alchmalia
1308,8210205657,1003,village,الصفحة,alsfha
1309,8213732124,1003,village,منزل فاتح,mnzl fath
1310,8213826383,1003,village,سيدي سعيد,sidi said
1311,8225361669,1003,village,سيدي زيد,sidi zid
1312,8227071317,1003,village,العوامرية,alaouamria
1313,8257614460,1003,village,القلال,alqlal
1314,8261446775,1010,suburb,حي الرياض,hi alriad
1315,8589212728,1003,village,الجليدة,aljlida
1316,8589212731,1003,village,وادي العرعار,ouadi alaraar
1317,8646395782,1003,village,العضلة,aladla
1318,8655345739,1003,village,Bir Thlathine,Bir Thlathine
1319,8675991629,1003,village,دار يوسف,dar iousf
1320,8675991630,1004,hamlet,أولاد الصلعاني,aoulad alslaani
1321,8676317970,1003,village,الفجة,alfja
1322,8678682451,1004,hamlet,بني تون,bni toun
1323,8679346371,1003,village,سيدي بوبكر,sidi boubkr
1324,8696876147,1003,village,سيدي علي شباب,sidi ali chbab
1325,8708933589,1003,village,أولاد بوزيد,aoulad bouzid
1326,8709438081,1003,village,عين بومرة,ain boumra
1327,8715167023,1003,village,قرقور,qrqour
1328,8718373495,1003,village,وادي الرخام,ouadi alrkham
1329,8719488017,1003,village,بئر الوصفان,bir alousfan
1330,8719488025,1003,village,جهينة,jhina
1331,8719488026,1004,hamlet,لودي,loudi
1332,8722435220,1003,village,بشري,bchri
1333,8805219012,1003,village,العبادلية,alabadlia
1334,8805219013,1003,village,الرواونة,alrouaouna
1335,8805590373,1002,town,أولاد الجلاصي,aoulad aljlasi
1336,9020111797,1003,village,قرام,qram
1337,9022334739,1003,village,Nekrif,Nekrif
1338,9022801628,1003,village,قصر عون,qsr aoun
1339,9024487157,1003,village,قراقر,qraqr
1340,9031925145,1003,village,Ksar El Mhadha,Ksar El Mhadha
1341,9032302154,1003,village,وادي الخيل,ouadi alkhil
1342,9032302161,1003,village,Tlelet,Tlelet
1343,9035062540,1003,village,المالحة,almalha
1344,9037891160,1003,village,المنارة,almnara
1345,9039880664,1004,hamlet,الصداقية,alsdaqia
1346,9039880665,1004,hamlet,عويثة الغزال,aouitha alghzal
1347,9039880669,1004,hamlet,السلاطنية,alslatnia
1348,9040329141,1003,village,التوتة,altouta
1349,9052831005,1004,hamlet,حسي النور,hsi alnour
1350,9052889223,1004,hamlet,وادي الربايع,ouadi alrbaia
1351,9055379023,1004,hamlet,الشعابنة,alchaabna
1352,9273035585,1004,hamlet,الفرفار,alfrfar
1353,9324876242,1003,village,Ajej,Ajej
1354,9347210380,1003,village,عمرة,amra
1355,9347210382,1003,village,عمرة الجديدة,amra aljdida
1356,9347210387,1004,hamlet,الصعدان,alsadan
1357,9351150377,1003,village,Chouamakh,Chouamakh
1358,9352204819,1003,village,صخيرة,skhira
1359,9363301703,1003,village,بن بشير,bn bchir
1360,9583605269,1003,village,سيدي خليفة,sidi khlifa
1361,9772521629,1003,village,رقوبة,rqouba
1362,9772827014,1003,village,ليماوة,limaoua
1363,9774967682,1003,village,العيور,alaiour
1364,9779391118,1004,hamlet,بشيمة البرج,bchima albrj
1365,9827524488,1010,suburb,المعقولة,almaqoula
1366,9828158709,1003,village,شعبة الحوت,chaba alhout
1367,9833372023,1003,village,السعفات,alsafat
1368,9838893273,1010,suburb,الوراسنية,alourasnia
1369,9843640548,1003,village,النفاتية,alnfatia
1370,9843640641,1003,village,بن سلامة,bn slama
1371,9843640645,1003,village,العياطي,alaiati
1372,9843640664,1003,village,الطوايشة,altouaicha
1373,9847954028,1003,village,الحبيبية,alhbibia
1374,9865938031,1003,village,الزعيرات,alzairat
1375,9865938036,1003,village,الرقايقة,alrqaiqa
1376,9891463598,1003,village,الغنادة,alghnada
1377,9891474527,1003,village,سيدي بوعثمان,sidi bouathman
1378,9939322046,1003,village,الغويلات,alghouilat
1379,9944548145,1003,village,بلاريجيا,blarijia
1380,9944600676,1003,village,البراهمي,albrahmi
1381,9945093900,1003,village,بني محمد,bni mhmd
1382,9945140209,1003,village,منصورة,mnsoura
1383,9947246733,1003,village,جرسين,jrsin
1384,9949352398,1003,village,المساعيد,almsaaid
1385,9949368010,1003,village,تنبيب,tnbib
1386,9949605486,1003,village,الرابطة,alrabta
1387,9949605492,1003,village,عين سليم,ain slim
1388,9949645742,1003,village,بروكة,brouka
1389,9949645749,1003,village,كاف دربي,kaf drbi
1390,9949758503,1003,village,السوينية,alsouinia
1391,9949758506,1003,village,العبابسة,alababsa
1392,9949758509,1003,village,القرية,alqria
1393,9949758512,1003,village,أولاد إبراهيم,aoulad ibrahim
1394,9949758516,1003,village,الواعرة,alouaara
1395,9951756021,1003,village,بانو,banou
1396,9952853123,1003,village,كنانة,knana
1397,9953079730,1004,hamlet,سيدي سعيدان,sidi saidan
1398,9981469060,1003,village,الشواشية,alchouachia
1399,9985844506,1004,hamlet,الفالتة,alfalta
1400,9985876230,1004,hamlet,الحسناوي,alhsnaoui
1401,9986048490,1003,village,إبراهيم الزهار,ibrahim alzhar
1402,9988092239,1003,village,العين البيضاء,alain albida
1403,9988092251,1004,hamlet,أولاد بعيوي,aoulad baioui
1404,9988092280,1004,hamlet,النقاز,alnqaz
1405,9988409348,1003,village,الجمعة,aljmaa
1406,9988409351,1004,hamlet,حوش الصفايا,houch alsfaia
1407,9988859674,1004,hamlet,وادي السواني,ouadi alsouani
1408,9988859675,1010,suburb,قرية السعادة,qria alsaada
1409,9989497150,1010,suburb,حي ملاك,hi mlak
1410,9990790989,1010,suburb,مركز بن حليمة,mrkz bn hlima
1411,9995234638,1004,hamlet,الخيور,alkhiour
1412,9995234639,1004,hamlet,أولاد شريفة,aoulad chrifa
1413,10002024787,1004,hamlet,عين زريق,ain zriq
1414,10002024986,1010,suburb,حي المنجي سليم,hi almnji slim
1415,10002393427,1003,village,عين الديسة,ain aldisa
1416,10002393679,1004,hamlet,عين الدفالي,ain aldfali
1417,10003949806,1003,village,سيدي عبد النور,sidi abd alnour
1418,10003979871,1003,village,بوشة,boucha
1419,10003979880,1003,village,دلائل العروس,dlail alarous
1420,10004387317,1004,hamlet,عين دباب,ain dbab
1421,10004387321,1004,hamlet,سيدي مسعود,sidi msaoud
1422,10004387386,1004,hamlet,هنشير الرمان,hnchir alrman
1423,10004387396,1003,village,التليل الصالحي,altlil alsalhi
1424,10004387452,1004,hamlet,فطيس,ftis
1425,10004462450,1003,village,شيخ الوديان,chikh aloudian
1426,10004462463,1003,village,دور إسماعيل,dour ismaail
1427,10006515464,1003,village,الزعيبات,alzaibat
1428,10006515480,1003,village,شعلاب,chalab
1429,10006515482,1004,hamlet,الفزقية,alfzqia
1430,10006515498,1004,hamlet,بئر الفيض,bir alfid
1431,10006515501,1004,hamlet,بئر الحلو,bir alhlou
1432,10006515503,1003,village,الشرايطية,alchraitia
1433,10006515504,1004,hamlet,بئر الدولة,bir aldoula
1434,10006515509,1004,hamlet,بئر القصور,bir alqsour
1435,10006525950,1004,hamlet,المناصير,almnasir
1436,10006525963,1004,hamlet,العجابنة الدشرة,alajabna aldchra
1437,10006525988,1004,hamlet,دوار الفالحية,douar alfalhia
1438,10006526015,1003,village,الكبارة,alkbara
1439,10006741193,1004,hamlet,الخبينة,alkhbina
1440,10006741276,1003,village,قمودة,qmouda
1441,10006741340,1003,village,بئر الباي,bir albai
1442,10006741366,1003,village,البريج,albrij
1443,10006741378,1003,village,القساسمية,alqsasmia
1444,10006882439,1003,village,أولاد خليفة,aoulad khlifa
1445,10006882453,1004,hamlet,أولاد ساهل,aoulad sahl
1446,10006882461,1003,village,بئر بوصبيع,bir bousbia
1447,10006882464,1003,village,بئر عمامة,bir amama
1448,10006882476,1004,hamlet,الفريو,alfriou
1449,10006882480,1003,village,الفتح,alfth
1450,10008668578,1004,hamlet,بئر سيدي علي بلعابد,bir sidi ali blaabd
1451,10008668579,1004,hamlet,دوار قصر الخامسة,douar qsr alkhamsa
1452,10008679366,1004,hamlet,الرضاع,alrdaa
1453,10008679370,1003,village,أولاد دلالة,aoulad dlala
1454,10008679371,1004,hamlet,فرجان,frjan
1455,10008679396,1004,hamlet,أولاد زايد,aoulad zaid
1456,10008679398,1004,hamlet,أولاد طالب,aoulad talb
1457,10008679399,1004,hamlet,بئر سعد,bir sad
1458,10009372769,1003,village,الشبيبة,alchbiba
1459,10009372791,1004,hamlet,المريطبة,almritba
1460,10010935167,1004,hamlet,العمايمية,alamaimia
1461,10010935225,1004,hamlet,أم الأقصاب,am alaqsab
1462,10010935229,1004,hamlet,عقلة أحمد,aqla ahmd
1463,10010935353,1003,village,الصخيرات,alskhirat
1464,10010935355,1004,hamlet,أولاد إبراهيم,aoulad ibrahim
1465,10011134568,1004,hamlet,السنك,alsnk
1466,10011134595,1004,hamlet,زاوية المولدي,zaouia almouldi
1467,10011134636,1004,hamlet,الطباقة,altbaqa
1468,10011471886,1004,hamlet,عين الجديدة,ain aljdida
1469,10011519032,1004,hamlet,عين الحمادنة,ain alhmadna
1470,10011519046,1004,hamlet,فج تربح,fj trbh
1471,10011519047,1003,village,عين قصيبة,ain qsiba
1472,10017533908,1003,village,بئر السلايمية,bir alslaimia
1473,10018736448,1004,hamlet,بئر الحاج مرزوق,bir alhaj mrzouq
1474,10018736452,1003,village,الأعشاش,alaachach
1475,10018736472,1003,village,الغطاطسة,alghtatsa
1476,10018736489,1003,village,وادي حمودة,ouadi hmouda
1477,10018736494,1003,village,أولاد عرجون,aoulad arjoun
1478,10021286061,1003,village,العشابة,alachaba
1479,10021286069,1003,village,الطواهرة,altouahra
1480,10021286089,1003,village,أولاد بالليل,aoulad ballil
1481,10021286328,1004,hamlet,أولاد الميساوي,aoulad almisaoui
1482,10021470577,1003,village,الحسينات,alhsinat
1483,10024584136,1003,village,المنصورة,almnsoura
1484,10024584141,1003,village,اولاد جاء بالله,aoulad ja ballh
1485,10027030456,1050,locality,Merih,Merih
1486,10029607938,1003,village,عميرة التوازرة,amira altouazra
1487,10118270159,1003,village,السواهلية,alsouahlia
1488,10118270171,1003,village,أولاد عبد الله,aoulad abd allh
1489,10118270176,1003,village,المليشات,almlichat
1490,10168309794,1010,suburb,حي الزيتونة,hi alzitouna
1491,10168309795,1010,suburb,حي المعارف,hi almaarf
1492,10168309796,1010,suburb,البستان,albstan
1493,10168309797,1010,suburb,حي بورقيبة,hi bourqiba
1494,10173262940,1010,suburb,الحي الجديد قرمدة,alhi aljdid qrmda
1495,10173277351,1010,suburb,مركز كمون,mrkz kmoun
1496,10175133812,1010,suburb,مركز السلامي,mrkz alslami
1497,10175133814,1010,suburb,عين شيخ روحه,ain chikh rouhh
1498,10245122514,1050,locality,Macheni,Macheni
1499,10245122515,1050,locality,Skala Gueblia,Skala Gueblia
1500,10245122516,1050,locality,Marsa Ouled Ezzedine,Marsa Ouled Ezzedine
1501,10245182492,1050,locality,Marsa Ouled Yaneg,Marsa Ouled Yaneg
1502,10245182493,1050,locality,Marsa Ouled Kacem,Marsa Ouled Kacem
1503,10245182494,1050,locality,Marsa Ouled Bouali,Marsa Ouled Bouali
1504,10245182495,1050,locality,Sidi Gaaben,Sidi Gaaben
1505,10245182497,1050,locality,Marsa El Abbassya,Marsa El Abbassya
1506,10245182498,1050,locality,Marsa El Ataya,Marsa El Ataya
1507,10245182499,1050,locality,Marsa Fom El Oued,Marsa Fom El Oued
1508,10245182500,1050,locality,Marsa Bounouma,Marsa Bounouma
1509,10245202162,1050,locality,Marsa El Branka,Marsa El Branka
1510,10564575529,1003,village,أولاد يوسف,aoulad iousf
1511,10588208128,1003,village,Sidi Ferjani,Sidi Ferjani
1512,10614777011,1010,suburb,حي التعويضي,hi altaouidi
1513,10621409585,1003,village,القرع,alqra
1514,10724772055,1020,island,Ferkik,Ferkik
1515,10725184506,1003,village,وادي رقة,ouadi rqa
1516,10725184507,1003,village,الرحاحلة,alrhahla
1517,10739565994,1004,hamlet,Fesguiet es Souk فسقية,Fesguiet es Souk fsqia
1518,10750046171,1050,locality,Dar el Bey,Dar el Bey
1519,10820642734,1050,locality,Lalla Hadria,Lalla Hadria
1520,10820661160,1050,locality,El Okra,El Okra
1521,10820674793,1003,village,منزل حمزة الغربية,mnzl hmza alghrbia
1522,10820736953,1050,locality,برج الباب,brj albab
1523,10844854593,1004,hamlet,Adeloun,Adeloun
1524,10845343172,1050,locality,Sidi Youssef,Sidi Youssef
1525,10845346525,1050,locality,Sidi El Hechane,Sidi El Hechane
1526,10882938805,1003,village,بوسعادة,bousaada
1527,10882938808,1003,village,النقاشية,alnqachia
1528,10899048298,1003,village,بئر عمير,bir amir
1529,10899059789,1003,village,رأس الوادي,ras alouadi
1530,10911452269,1003,village,غدير الربايع,ghdir alrbaia
1531,10924345804,1003,village,الأجرد,alajrd
1532,10931447240,1003,village,قصر الحمام,qsr alhmam
1533,10931447242,1003,village,أولاد عيوني,aoulad aiouni
1534,10931447244,1003,village,فرش غريب,frch ghrib
1535,10935439687,1003,village,Beni Maaguel,Beni Maaguel
1536,10964801566,1050,locality,El Melah,El Melah
1537,10983035819,1003,village,Arkou,Arkou
1538,10990187578,1003,village,Tezdaine,Tezdaine
1539,10990187579,1003,village,El Haddada,El Haddada
1540,10993897112,1003,village,Chebebia,Chebebia
1541,11011313761,1004,hamlet,Henchir el Benia,Henchir el Benia
1542,11013507623,1004,hamlet,Cheguimi,Cheguimi
1543,11019885887,1004,hamlet,Ksar el Kharba,Ksar el Kharba
1544,11026544734,1004,hamlet,El Kherba,El Kherba
1545,11026607039,1004,hamlet,El Braouka,El Braouka
1546,11026607040,1004,hamlet,Beni Rechid,Beni Rechid
1547,11036360079,1004,hamlet,Bou Dhafeur,Bou Dhafeur
1548,11036399362,1004,hamlet,Beni Issa,Beni Issa
1549,11036413868,1003,village,Chemlali,Chemlali
1550,11042428345,1003,village,أم الفار,am alfar
1551,11043185275,1050,locality,Henchir El Gueddama,Henchir El Gueddama
1552,11047496963,1004,hamlet,برقوق,brqouq
1553,11052472277,1004,hamlet,,nan
1554,11053073314,1004,hamlet,,nan
1555,11053073320,1004,hamlet,Mechtat el Menair 1,Mechtat el Menair 1
1556,11053073321,1004,hamlet,Mechtat Ouled Youcef,Mechtat Ouled Youcef
1557,11056701898,1004,hamlet,,nan
