fid,osm_id,code,fclass,name,french_name
542,1977214842,1003,village,المكارم,almkarm
543,1977376169,1003,village,Douiret,Douiret
544,1977376170,1004,hamlet,El Horria,El Horria
545,1977376171,1003,village,غرماسة,ghrmasa
546,1977376172,1003,village,قصر المرابطين,qsr almrabtin
547,1977407704,1004,hamlet,الغرابات,alghrabat
548,1979741291,1004,hamlet,برج مشاهد صالح,brj mchahd salh
549,1980186910,1004,hamlet,بئر مرة,bir mra
550,1980279365,1003,village,كرشاو,krchaou
551,1980279372,1002,town,الصمار,alsmar
552,1993097036,1010,suburb,حي لرمال,hi lrmal
553,1995115534,1003,village,Ksar Hallouf,Ksar Hallouf
554,1996259768,1002,town,دخيلة توجان,dkhila toujan
555,1996259774,1003,village,Halg Jemel,Halg Jemel
556,1996357554,1003,village,أولاد مهلهل,aoulad mhlhl
557,1997328129,1003,village,توجان,toujan
558,1997334607,1003,village,تونين,tounin
559,1997440361,1003,village,الأدباش,aladbach
560,1997440362,1003,village,تيجمة,tijma
561,2016708619,1003,village,سيدي بورويس,sidi bourouis
562,2017271470,1003,village,السرس,alsrs
563,2018046850,1004,hamlet,الزعفران,alzafran
564,2020533902,1003,village,الزوارين,alzouarin
565,2020536002,1002,town,الدهماني,aldhmani
566,2022259572,1003,village,فوسانة,fousana
567,2024925147,1004,hamlet,,nan
568,2024925148,1004,hamlet,,nan
569,2028879938,1003,village,الزريبة,alzriba
570,2030364710,1003,village,برج السدرية,brj alsdria
571,2031122001,1010,suburb,حي الصنوبر,hi alsnoubr
572,2041838914,1004,hamlet,سيدي عيسى,sidi aisa
573,2041888032,1003,village,دوالة,douala
574,2042447480,1003,village,المزونة,almzouna
575,2043183737,1020,island,الفرخ,alfrkh
576,2043739836,1002,town,طبرقة,tbrqa
577,2050179149,1003,village,كسرى,ksra
578,2063816292,1002,town,حمام الشط,hmam alcht
579,2078807462,1003,village,حمام الغزاز,hmam alghzaz
580,2080476679,1003,village,الميدة,almida
581,2080476682,1003,village,لبنة,lbna
582,2095681748,1003,village,,nan
583,2095681750,1004,hamlet,ربيبة,rbiba
584,2131332953,1002,town,الوسلاتية,alouslatia
585,2131413683,1004,hamlet,قصر لمسة,qsr lmsa
586,2132994654,1004,hamlet,عين بوسعدية,ain bousadia
587,2133913650,1003,village,سيدي حمادة,sidi hmada
588,2133913651,1003,village,القنارة,alqnara
589,2136330964,1003,village,الغمالية,alghmalia
590,2159346215,1010,suburb,الأنس,alans
591,2161965264,1010,suburb,المنزه 7,almnzh 7
592,2164230913,1003,village,المتبسطة,almtbsta
593,2164244487,1003,village,عين زينة,ain zina
594,2164244488,1003,village,أولاد عيادي,aoulad aiadi
595,2164543060,1003,village,خيط الوادي,khit alouadi
596,2165194615,1002,town,أم العرائس,am alarais
597,2167002784,1003,village,ميداس,midas
598,2173790702,1003,village,بدار,bdar
599,2175125786,1002,town,ماجل بلعباس,majl blabas
600,2177279829,1002,town,المظيلة,almzila
601,2177312820,1003,village,البرج,albrj
602,2177334841,1002,town,القطار,alqtar
603,2177401279,1010,suburb,نشيو,nchiou
604,2177539886,1003,village,بو عمران,bou amran
605,2177581944,1003,village,الساكت,alsakt
606,2178146164,1002,town,السند,alsnd
607,2179576066,1004,hamlet,Aïn Mesria,Aïn Mesria
608,2183784564,1004,hamlet,أولاد لسود,aoulad lsoud
609,2183839164,1003,village,البشاشمة,albchachma
610,2186742751,1003,village,وادي الخطف,ouadi alkhtf
611,2187459836,1002,town,قربة,qrba
612,2191295540,1004,hamlet,العيثة,alaitha
613,2191295542,1003,village,زاوية الجديدي,zaouia aljdidi
614,2202008629,1002,town,بوشمة,bouchma
615,2203045897,1002,town,غنوش,ghnouch
616,2203976293,1003,village,سيدي بلال,sidi blal
617,2208907789,1004,hamlet,Dhamen El Karoub,Dhamen El Karoub
618,2209270316,1003,village,سيدي ناجي,sidi naji
619,2209270598,1003,village,البلالمة,alblalma
620,2210275383,1004,hamlet,,nan
621,2210337832,1003,village,كتانة,ktana
622,2210344393,1003,village,عين البطوم,ain albtoum
623,2235474650,1003,village,العوينات,alaouinat
624,2235566335,1003,village,محبوبين,mhboubin
625,2248618409,1002,town,الرملة,alrmla
626,2258496004,1003,village,قطوفة,qtoufa
627,2277596738,1004,hamlet,القرين,alqrin
628,2277672343,1004,hamlet,,nan
629,2280738839,1004,hamlet,عين جمالة,ain jmala
630,2280738840,1003,village,عين تونقة,ain tounqa
631,2289495092,1010,suburb,حي النسيم,hi alnsim
632,2307148393,1010,suburb,حي الملعب,hi almlab
633,2307148417,1010,suburb,كرنيش المرسى,krnich almrsa
634,2307148429,1010,suburb,كوب المرسى,koub almrsa
635,2307148436,1010,suburb,سيدي عبد العزيز,sidi abd alaziz
636,2402352381,1003,village,رجيش,rjich
637,2406170704,1004,hamlet,دشرة بو عبد الله,dchra bou abd allh
638,2406170816,1004,hamlet,,nan
639,2406170819,1004,hamlet,,nan
640,2419847402,1003,village,واد الزبيب,ouad alzbib
641,2431095359,1050,locality,مرسى الأمراء,mrsa alamra
642,2491425508,1003,village,أولاد قاسم,aoulad qasm
643,2491425515,1003,village,أولاد يانق,aoulad ianq
644,2491613771,1050,locality,القنطرة,alqntra
645,2491613772,1003,village,سيدي يوسف,sidi iousf
646,2491613775,1050,locality,مرسى العشرين,mrsa alachrin
647,2491740565,1003,village,الشرقي,alchrqi
648,2491771902,1003,village,العطايا,alataia
649,2491771903,1003,village,النجاة,alnjaa
650,2491772829,1003,village,القراطن,alqratn
651,2492568622,1050,locality,Ras Ameur,Ras Ameur
652,2492568629,1050,locality,رأس بونومة,ras bounouma
653,2492568635,1050,locality,رأس السمون,ras alsmoun
654,2492568648,1050,locality,رأس البرحوت,ras albrhout
655,2492568685,1004,hamlet,سيدي المجاهد,sidi almjahd
656,2492568833,1020,island,جزيرة روماديا,jzira roumadia
657,2492568845,1020,island,جزيرة شرقي,jzira chrqi
658,2492568856,1020,island,Île de Ech Chermanida,Île de Ech Chermanida
659,2492568865,1020,island,جزيرة قرمدي,jzira qrmdi
660,2492568870,1020,island,جزيرة سفنو,jzira sfnou
661,2498876728,1003,village,جوابر,jouabr
662,2510984505,1004,hamlet,هيشر,hichr
663,2510984506,1004,hamlet,زواغة,zouagha
664,2512387689,1003,village,الأقصاب,alaqsab
665,2519121789,1003,village,عين كميشة,ain kmicha
666,2520334591,1004,hamlet,المهاذبة,almhadhba
667,2521408268,1004,hamlet,بني عطاء,bni ata
668,2529678969,1003,village,نقة,nqa
669,2534432406,1004,hamlet,شنشو,chnchou
670,2534432407,1003,village,ليماقس,limaqs
671,2534432408,1004,hamlet,رضوان,rdouan
672,2535817652,1004,hamlet,بئر السلطان,bir alsltan
673,2537855079,1003,village,سندس,snds
674,2573224812,1001,city,المدينة الجديدة,almdina aljdida
675,2585438415,1004,hamlet,سيدي خيار,sidi khiar
676,2587154200,1003,village,الكرارشة,alkrarcha
677,2589663484,1010,suburb,مركز كعنيش,mrkz kanich
678,2589797448,1003,village,الغريبة,alghriba
679,2589798541,1010,suburb,الخروع,alkhroua
680,2592110574,1003,village,المنصورة,almnsoura
681,2593122311,1010,suburb,الزنقة الكحلة,alznqa alkhla
682,2608576898,1003,village,عرّام,arّam
683,2608576899,1004,hamlet,بير بصير,bir bsir
684,2608576900,1004,hamlet,كوتين 1,koutin 1
685,2608576901,1004,hamlet,كوتين 2,koutin 2
686,2610858564,1003,village,بهرة,bhra
687,2610858576,1003,village,برج العيفة,brj alaifa
688,2610858584,1004,hamlet,دار السلام,dar alslam
689,2610858596,1004,hamlet,زعفرانة,zafrana
690,2611157751,1003,village,برج المسعودي,brj almsaoudi
691,2622411861,1050,locality,Pôle de Compétitivité Bizerte,Pôle de Compétitivité Bizerte
692,2622426837,1003,village,جرزونة,jrzouna
693,2622629284,1010,suburb,المدينة العتيقة,almdina alatiqa
694,2657639395,1003,village,الزارات,alzarat
695,2657639396,1004,hamlet,وافيسن,ouafisn
696,2661216137,1004,hamlet,ليماوة,limaoua
697,2677320377,1004,hamlet,المرسى,La Marsa
698,2686918025,1003,village,قنطرة بنزرت,qntra bnzrt
699,2690918212,1004,hamlet,,nan
700,2723544887,1004,hamlet,شط العوامر,cht alaouamr
701,2723548198,1004,hamlet,العلايا,alalaia
702,2723561360,1004,hamlet,Jouabit,Jouabit
703,2729347379,1003,village,أولاد وهيبة,aoulad ouhiba
704,2735157275,1003,village,العمايم,alamaim
705,2735157284,1004,hamlet,سيدي سعيد,sidi said
706,2738129293,1004,hamlet,زواغة,zouagha
707,2740021849,1003,village,سند الحداد,snd alhdad
708,2740890402,1003,village,حمام كسرى,hmam ksra
709,2741747228,1003,village,,nan
710,2752752432,1003,village,عبد الصادق,abd alsadq
711,2754767700,1003,village,القوسة,alqousa
712,2778243021,1003,village,القليم,alqlim
713,2778243022,1004,hamlet,الخرمية,alkhrmia
714,2778243023,1004,hamlet,السبالة,alsbala
715,2778243024,1004,hamlet,سبع وديان,sba oudian
716,2789341447,1003,village,شاوش,chaouch
717,2789341452,1003,village,توكابر,toukabr
718,2813148640,1003,village,عرقوب,arqoub
719,2824511583,1003,village,حسّي الجربي,hsّi aljrbi
720,2828090546,1003,village,برج العامري,brj alaamri
721,2828880513,1003,village,القريعات,alqriaat
722,2828882115,1003,village,برج النور,brj alnour
723,2828960104,1003,village,سيدي نصر,sidi nsr
724,2832031715,1004,hamlet,,nan
725,2832036076,1003,village,تيبار,tibar
726,2837038876,1004,hamlet,حكيم,hkim
727,2840204369,1003,village,وادي مليز,ouadi mliz
728,2840204370,1003,village,سيدي مسكين,sidi mskin
729,2841662850,1003,village,القصور,alqsour
730,2843047485,1003,village,الروحية,alrouhia
731,2843047486,1003,village,جدليان,jdlian
732,2843086204,1003,village,الزيتونة,alzitouna
733,2844579781,1002,town,بوغرارة,boughrara
734,2873759991,1003,village,سبيبة,sbiba
735,2874824426,1004,hamlet,,nan
736,2874824483,1004,hamlet,الزنايدية,alznaidia
737,2874826396,1004,hamlet,القنة,alqna
738,2874826824,1003,village,,nan
739,2874828908,1003,village,عين الخمايسية,ain alkhmaisia
740,2876213834,1004,hamlet,شراع,chraa
741,2876213835,1004,hamlet,واد الماو,ouad almaou
742,2876402066,1004,hamlet,الحوامد,alhouamd
743,2876921759,1003,village,المكناسي,almknasi
744,2876974934,1004,hamlet,المش,almch
745,2877642957,1003,village,بلخير,blkhir
746,2877642959,1004,hamlet,أولاد الحاج,aoulad alhaj
747,2877892106,1004,hamlet,العيايشة,alaiaicha
748,2878572712,1003,village,منزل الحبيب,mnzl alhbib
749,2878927340,1004,hamlet,وادي الزيتون,ouadi alzitoun
750,2879019718,1003,village,بن غيلوف,bn ghilouf
751,2880046310,1004,hamlet,,nan
752,2880052271,1004,hamlet,مزرع ناجي,mzra naji
753,2883150051,1003,village,بشني,bchni
754,2884977017,1003,village,استفطيمي,astftimi
755,2884978998,1003,village,القطعاية,alqtaaia
756,2885507496,1003,village,فطناسة,ftnasa
757,2886155095,1004,hamlet,العمائم,alamaim
758,2888243906,1003,village,سند الجبل,snd aljbl
759,2888305601,1003,village,الطلح,altlh
760,2888305602,1050,locality,Gorge de Oued Hayfa,Gorge de Oued Hayfa
761,2889204496,1003,village,العواينية,alaouainia
762,2889204497,1003,village,البوع,alboua
763,2889204498,1004,hamlet,مركز فراح,mrkz frah
764,2893493100,1003,village,الشراردة,alchrarda
765,2899481572,1003,village,سيدي الظاهر,sidi alzahr
766,2901685519,1003,village,زعفرانة,zafrana
767,2902761499,1004,hamlet,,nan
768,2902763440,1004,hamlet,,nan
769,2902763628,1003,village,رقادة,rqada
770,2930586474,1001,city,سليانة,sliana
771,2960139532,1003,village,منزل حياة,mnzl hiaa
772,2967203258,1010,suburb,شنني,chnni
773,2988370656,1002,town,المحمدية,almhmdia
774,2988385577,1002,town,منوبة,mnouba
775,3013469458,1002,town,قلعة الأندلس,qlaa alandls
776,3034981175,1050,locality,Place où a été tué Farhat Hached le 5 décembre 1952,Place où a été tué Farhat Hached le 5 décembre 1952
777,3057404031,1003,village,صانغو,sanghou
778,3060784999,1003,village,Tlet,Tlet
779,3068578605,1004,hamlet,سويحل,souihl
780,3078064354,1004,hamlet,جدارية,jdaria
781,3143761492,1002,town,سيدي مخلوف,sidi mkhlouf
782,3143761493,1004,hamlet,9 أفريل,9 afril
783,3143778442,1003,village,القرين,alqrin
784,3143808121,1010,suburb,زريق,zriq
785,3145829326,1002,town,سيدي حسين,sidi hsin
786,3145829327,1003,village,الحرايرية,alhrairia
787,3147047535,1050,locality,Houidhat Erreched,Houidhat Erreched
788,3147203492,1003,village,وادي الحجل,ouadi alhjl
789,3148875770,1003,village,جبل الجلود,jbl aljloud
790,3151789161,1003,village,قبلاط,qblat
791,3151817218,1004,hamlet,,nan
792,3160236048,1004,hamlet,تلالة,tlala
793,3203082588,1003,village,سيدي عيش,sidi aich
794,3430536430,1002,town,نبر,nbr
795,3477742144,1003,village,حمام الجبلي,hmam aljbli
796,3507675734,1003,village,الزهراء,alzhra
797,3530082990,1003,village,رأس زبيب,ras zbib
798,3659198027,1050,locality,المهرين,almhrin
799,3668370508,1002,town,البطان,albtan
800,3680029605,1003,village,سيدي علي بن عون,sidi ali bn aoun
801,3707754550,1010,suburb,سيدي بولبابة,sidi boulbaba
802,3771493269,1003,village,الزواوين,alzouaouin
803,3771494614,1003,village,عوسجة,aousja
804,3784413129,1004,hamlet,,nan
805,3784603569,1004,hamlet,,nan
806,3784603591,1003,village,,nan
807,3785259029,1004,hamlet,,nan
808,3785259122,1004,hamlet,,nan
809,3785259172,1004,hamlet,,nan
810,3785259197,1004,hamlet,,nan
811,3785283958,1004,hamlet,,nan
812,3785321143,1003,village,,nan
813,3785321186,1004,hamlet,,nan
814,3785321686,1003,village,الجوي,aljoui
815,3794158071,1003,village,تاوجوت,taoujout
816,3794158072,1003,village,Zeraoua el Qadima,Zeraoua el Qadima
817,3804757286,1004,hamlet,الصايخة,alsaikha
818,3813586562,1003,village,Beni Zelten,Beni Zelten
819,3814029307,1004,hamlet,,nan
820,3823151839,1002,town,اللوزة,allouza
821,4013177993,1050,locality,الحمراء,alhmra
822,4013178342,1050,locality,رأس أفريقيا,ras afriqia
823,4050109330,1010,suburb,المنارة,almnara
824,4099579144,1002,town,عمدون,amdoun
825,4102400181,1003,village,القشعيين,alqchaiin
826,4125819044,1003,village,ورقش,ourqch
827,4210423622,1003,village,القريبيس,alqribis
828,4217495168,1003,village,زمور,zmour
829,4217577517,1004,hamlet,Ksar Ouled Bou Abid,Ksar Ouled Bou Abid
830,4219244094,1003,village,Ksar Daghra,Ksar Daghra
831,4219274628,1003,village,Ksar Tounket,Ksar Tounket
832,4228263235,1003,village,زمرتن,zmrtn
833,4242927131,1050,locality,Rdayef,Rdayef
834,4275407242,1003,village,بركوك,brkouk
835,4321545999,1003,village,,nan
836,4321593321,1004,hamlet,,nan
837,4321593601,1004,hamlet,,nan
838,4333706013,1003,village,الحزم,alhzm
839,4333774784,1003,village,خزرون,khzroun
840,4339685052,1010,suburb,باب البحر,bab albhr
841,4344207946,1003,village,فاتو,fatou
842,4352909073,1003,village,زنايقة ⵣⵏⴰⵢⴳⴰ,znaiqa ⵣⵏⴰⵢⴳⴰ
843,4360554072,1003,village,أولاد عامر,aoulad aamr
844,4385657860,1010,suburb,بدورة,bdoura
845,4394918677,1050,locality,chat dhamarana,chat dhamarana
846,4394922298,1004,hamlet,الضمرانة,aldmrana
847,4394953973,1002,town,حمام الأتف,hmam alatf
848,4396821689,1010,suburb,بلدية تبلبو,bldia tblbou
849,4470234827,1004,hamlet,دوار علي بن الزين,douar ali bn alzin
850,4541839834,1003,village,هبيرة,hbira
851,4563440742,1003,village,بوسدرة,bousdra
852,4567288631,1003,village,حمام بورقيبة,hmam bourqiba
853,4568883438,1003,village,قريش الوادي,qrich alouadi
854,4633446424,1002,town,تازركة,tazrka
855,4729171869,1003,village,صدغيان,sdghian
856,4790853022,1002,town,فرنانة,frnana
857,4790875980,1003,village,بني مطير,bni mtir
858,4803301829,1050,locality,المنظمة العربية للتربية والثقافة والعلوم,almnzma alarbia lltrbia oualthqafa oualaloum
859,4834409319,1003,village,دجبة,djba
860,4908192316,1003,village,لزدين,lzdin
861,5027115760,1003,village,سيدي بوعلي,sidi bouali
862,5027136120,1003,village,فرتونة,frtouna
863,5041242744,1004,hamlet,Jaïdane Mohamed,Jaïdane Mohamed
864,5056972162,1004,hamlet,دوار ظواهرية ⴹⵡⴰⵀⵔⵢⴰ,douar zouahria ⴹⵡⴰⵀⵔⵢⴰ
865,5056972281,1004,hamlet,الزوارنية ⵣⵡⴰⵔⵏⵢⴰ,alzouarnia ⵣⵡⴰⵔⵏⵢⴰ
866,5056972422,1004,hamlet,الهكمارة ⵀⴽⵎⴰⵔⴰ,alhkmara ⵀⴽⵎⴰⵔⴰ
867,5056972435,1004,hamlet,بودرياس ⴱⵓⴷⵔⵢⴰⵙ,boudrias ⴱⵓⴷⵔⵢⴰⵙ
868,5056972445,1004,hamlet,دوار الرقيبة,douar alrqiba
869,5059709058,1004,hamlet,عائشة أم شويشة ⵄⵉⵛⴰ ⵓⵎ ⵛⵡⵉⵛⴰ,aaicha am chouicha ⵄⵉⵛⴰ ⵓⵎ ⵛⵡⵉⵛⴰ
870,5061813489,1004,hamlet,,nan
871,5061813490,1004,hamlet,,nan
872,5061813491,1004,hamlet,,nan
873,5061819994,1004,hamlet,دوار عين جنان,douar ain jnan
874,5061830090,1004,hamlet,,nan
875,5061836817,1004,hamlet,مشتة بن فالية ⵎⵛⴻⵜ ⵓ ⴼⴰⵍⵢⴰ,mchta bn falia ⵎⵛⴻⵜ ⵓ ⴼⴰⵍⵢⴰ
876,5067512322,1002,town,بئر الحفي,bir alhfi
877,5071677096,1003,village,رأس جدير,ras jdir
878,5081632765,1003,village,عين الكرمة,ain alkrma
879,5094361603,1003,village,مزرع بن سلامة,mzra bn slama
880,5128979620,1050,locality,باب البحر,bab albhr
881,5129065387,1050,locality,باب الجامع,bab aljama
882,5129077636,1050,locality,باب الجديد,bab aljdid
883,5129080474,1050,locality,BAB EL CHARQUI,BAB EL CHARQUI
884,5129088822,1050,locality,BAB EZZAOUIA,BAB EZZAOUIA
885,5151807000,1003,village,بوجليدة,boujlida
886,5163335649,1004,hamlet,,nan
887,5233525275,1003,village,المزارة,almzara
888,5233525276,1003,village,الرخمات,alrkhmat
889,5239666199,1003,village,Beni Mhira,Beni Mhira
890,5267783460,1004,hamlet,,nan
891,5267783480,1004,hamlet,,nan
892,5267783966,1004,hamlet,,nan
893,5313638288,1004,hamlet,,nan
894,5314225842,1003,village,خنقة الجازية,khnqa aljazia
895,5314225872,1003,village,السلوم,alsloum
896,5314227521,1003,village,حاسي الفريد,hasi alfrid
897,5314227531,1003,village,الكامور,alkamour
898,5314234484,1003,village,الهشيم,alhchim
899,5316229408,1003,village,العيون,alaioun
900,5340400120,1003,village,الكراشوة,alkrachoua
901,5531599253,1003,village,عين سلطان,ain sltan
902,5604049345,1004,hamlet,Habhab,Habhab
903,5627564471,1003,village,بني عيشون,bni aichoun
904,5629636916,1003,village,كريز المحسن,kriz almhsn
905,5658873754,1010,suburb,الحماري,alhmari
906,5658873755,1003,village,صونين,sounin
907,5741769757,1003,village,Techine,Techine
908,5826137835,1002,town,سيدي الظريف,sidi alzrif
909,5910321020,1004,hamlet,,nan
910,5942342265,1002,town,بئر الأحمر,bir alahmr
911,5974000209,1002,town,ملولش,mloulch
912,5981914543,1002,town,جبنيانة,jbniana
913,5982965571,1002,town,حزق,hzq
914,6002801243,1003,village,شواط,chouat
915,6039044550,1002,town,منزل تميم,mnzl tmim
916,6039111046,1003,village,سيدي جمال الدين,sidi jmal aldin
917,6171135267,1020,island,شبه جزيرة المنستير,chbh jzira almnstir
918,6171465247,1010,suburb,مدينة المنستير العتيقة,mdina almnstir alatiqa
919,6175102914,1030,farm,ابن جابر,abn jabr
920,6178330200,1002,town,الرقبة,alrqba
921,6214200489,1003,village,التيايرة,altiaira
922,6215539235,1002,town,نصر الله,nsr allh
923,6389607508,1003,village,بئر شوكات,bir choukat
924,6389607509,1003,village,اللطايفة,alltaifa
925,6392145468,1003,village,أولاد موسى,aoulad mousa
926,6454492258,1003,village,بشلي,bchli
927,6487653699,1003,village,حي الجبارنة,hi aljbarna
928,6513256947,1010,suburb,مركز السماوي,mrkz alsmaoui
929,6514259931,1003,village,سيدي ليتيم,sidi litim
930,6522309697,1003,village,العامرة,alaamra
931,6582739511,1002,town,مسجد عيسى,msjd aisa
932,6605263142,1003,village,بوجربوع,boujrboua
933,6616567215,1003,village,اللواتة,allouata
934,6617808421,1003,village,البرادعة,albradaa
935,6637553224,1002,town,عقارب,aqarb
936,6642997782,1003,village,سيدي صالح,sidi salh
937,6644823073,1003,village,بليانة,bliana
938,6644849698,1003,village,أولاد بوسمير,aoulad bousmir
939,6644987645,1003,village,القلالجة,alqlalja
940,6648406651,1003,village,المساترية,almsatria
941,6649525859,1003,village,البدارنة,albdarna
942,6649597250,1004,hamlet,الكتاتنة,alktatna
943,6650069701,1003,village,السعادي,alsaadi
944,6651424498,1003,village,الغرابة,alghraba
945,6654735998,1003,village,أولاد الحاج عمر,aoulad alhaj amr
946,6654816113,1003,village,مركز كمون,mrkz kmoun
947,6655027585,1004,hamlet,بوغرارة,boughrara
948,6655027587,1003,village,زواد قرمدة,zouad qrmda
949,6665615472,1004,hamlet,دخان,dkhan
950,6665615477,1004,hamlet,الغيب,alghib
951,6665615478,1003,village,ليماية,limaia
952,6665615479,1003,village,بوثدي,bouthdi
953,6665715162,1003,village,الشعال,alchaal
954,6666205344,1003,village,صبيح,sbih
955,6672532602,1010,suburb,مركز السبعي,mrkz alsbai
956,6672532608,1003,village,أولاد عبد الله,aoulad abd allh
957,6672532618,1003,village,زالبة,zalba
958,6672735564,1003,village,زردة,zrda
959,6672756652,1004,hamlet,الهيشة,alhicha
960,6677934264,1003,village,بئر صالح,bir salh
961,6677934270,1004,hamlet,منزل حمزة الشرقية,mnzl hmza alchrqia
962,6677934271,1003,village,عميرة الفحول,amira alfhoul
963,6677938928,1003,village,أولاد بوسيف,aoulad bousif
964,6677938929,1003,village,الجواودة,aljouaouda
965,6677938930,1003,village,الصغيرات,alsghirat
966,6677938931,1003,village,عميرة الحجاج,amira alhjaj
967,6677938932,1003,village,أولاد فائزة,aoulad faiza
968,6677938933,1003,village,شراحيل,chrahil
969,6677938940,1003,village,الحوم,alhoum
970,6680613723,1003,village,طينة,tina
971,6680613724,1003,village,سيدي عبيد,sidi abid
972,6680613725,1010,suburb,حي المعز,hi almaz
973,6681260481,1003,village,أولاد صالح,aoulad salh
974,6681297621,1003,village,الشواشين,alchouachin
975,6681328578,1003,village,مساكن,msakn
976,6757003471,1003,village,أبو دخان,abou dkhan
977,6861745969,1003,village,مشطة برزيك,mchta brzik
978,6912936777,1003,village,فج بوزيان,fj bouzian
979,6913884817,1003,village,أولاد سعد,aoulad sad
980,6913885024,1003,village,أولاد بلقاسم,aoulad blqasm
981,6913887728,1003,village,أولاد بوعلي,aoulad bouali
982,6913900774,1003,village,براهمية,brahmia
983,6915095887,1003,village,الفريوات,alfriouat
984,6915295920,1004,hamlet,بني عوف,bni aouf
985,6916167253,1004,hamlet,السوالم,alsoualm
986,6916167254,1003,village,منزل المهيري,mnzl almhiri
987,6916167255,1004,hamlet,الفلايلية,alflailia
988,6916227160,1003,village,الذويبات,aldhouibat
989,6916227161,1003,village,أولاد حفوز,aoulad hfouz
990,6917823081,1004,hamlet,أولاد لحمر,aoulad lhmr
991,6917923469,1004,hamlet,بئر البرادعة,bir albradaa
992,6919212299,1003,village,بئر الجديد,bir aljdid
993,6919908479,1003,village,الرقاب,alrqab
994,7019115862,1010,suburb,مركز القصاص,mrkz alqsas
995,7019212130,1010,suburb,مركز والي,mrkz ouali
996,7021422907,1003,village,سيدي بوشوشة,sidi bouchoucha
997,7021444396,1003,village,القعايد,alqaaid
998,7021527584,1004,hamlet,Sidi Mechreg,Sidi Mechreg
999,7021678552,1004,hamlet,الشريشيرة,alchrichira
1000,7023020450,1003,village,الغضابنة,alghdabna
1001,7023094688,1003,village,الخمارة,alkhmara
1002,7023299504,1004,hamlet,دوار زعبة,douar zaba
1003,7023542479,1003,village,تزغران,tzghran
1004,7023622192,1004,hamlet,منزل عيسى,mnzl aisa
1005,7023643222,1003,village,الرعينين,alrainin
1006,7023651600,1004,hamlet,سيدي عبد المنعم,sidi abd almnam
1007,7023669048,1003,village,الصقالبة,alsqalba
1008,7023800964,1004,hamlet,بئر الجدي,bir aljdi
1009,7023815340,1003,village,بوكريم,boukrim
1010,7024032089,1003,village,ملول,mloul
1011,7024184509,1004,hamlet,الكدوة,alkdoua
1012,7024189845,1004,hamlet,الرياض,alriad
1013,7024203586,1003,village,كركوان,krkouan
1014,7024204920,1003,village,دار علوش,dar alouch
1015,7024233114,1004,hamlet,الشرف,alchrf
1016,7024233115,1004,hamlet,سيدي مذكور,sidi mdhkour
1017,7024263535,1004,hamlet,المخاطرية,almkhatria
1018,7024263550,1004,hamlet,الغرفة,alghrfa
1019,7024263563,1004,hamlet,بني خيرة,bni khira
1020,7025699940,1004,hamlet,بوحبيب,bouhbib
1021,7025729391,1004,hamlet,العرقوب,alarqoub
1022,7025729418,1004,hamlet,الفطح,alfth
1023,7025761781,1003,village,سيدي داود,sidi daoud
1024,7025787725,1004,hamlet,برج الصالحي,brj alsalhi
1025,7026035143,1003,village,منزل حر,mnzl hr
1026,7026314952,1004,hamlet,كاف الشامي,kaf alchami
1027,7026314953,1004,hamlet,بني عبد العزيز,bni abd alaziz
1028,7026501958,1004,hamlet,داموس,damous
1029,7026501975,1003,village,الوديان,aloudian
1030,7027046900,1004,hamlet,سيدي حسون,sidi hsoun
1031,7027171437,1004,hamlet,جبل الحداد,jbl alhdad
1032,7027171451,1004,hamlet,قصر سعد,qsr sad
1033,7027219524,1004,hamlet,الأثلاث,alathlath
1034,7027234023,1004,hamlet,الكشايشة,alkchaicha
1035,7027247190,1003,village,ديار الحجاج,diar alhjaj
1036,7027248322,1003,village,بوجريدة,boujrida
1037,7027252234,1003,village,قرعة ساسـي,qraa sasـi
1038,7028127100,1003,village,سيدي حسن بلحاج,sidi hsn blhaj
1039,7028169749,1004,hamlet,بئر الشعبة,bir alchaba
1040,7028188921,1004,hamlet,الحلالفة,alhlalfa
1041,7028704003,1004,hamlet,جروالة,jrouala
1042,7029082592,1004,hamlet,سيدي محمد نويقص,sidi mhmd nouiqs
1043,7029117703,1004,hamlet,السواني,alsouani
1044,7030967057,1004,hamlet,السوينية,alsouinia
1045,7030985203,1004,hamlet,راس فرطوط,ras frtout
1046,7031095292,1003,village,القندول,alqndoul
1047,7031699784,1004,hamlet,بئر أولاد محمود,bir aoulad mhmoud
1048,7034037424,1003,village,ساقية الخادم,saqia alkhadm
1049,7034412588,1003,village,وادي باجة الشمالية,ouadi baja alchmalia
1050,7034505117,1004,hamlet,العيايطة,alaiaita
1051,7035496925,1004,hamlet,بن سهلون,bn shloun
1052,7036024844,1004,hamlet,سيدي عبد الكافي,sidi abd alkafi
1053,7036695816,1003,village,المراعنية,almraania
1054,7036701717,1004,hamlet,بئر الملولي,bir almlouli
1055,7036738535,1003,village,العوابد,alaouabd
1056,7036738536,1010,suburb,مركز اللجمي,mrkz alljmi
1057,7037664472,1004,hamlet,بئر بن عياد,bir bn aiad
1058,7037763586,1004,hamlet,بشكة,bchka
1059,7037763594,1004,hamlet,الحاج قاسم,alhaj qasm
1060,7038401028,1003,village,أولاد منصر,aoulad mnsr
1061,7038628585,1003,village,بطرية,btria
1062,7038628593,1004,hamlet,أولاد أحمد,aoulad ahmd
1063,7040401356,1010,suburb,مركز الشيحية,mrkz alchihia
